k_neigh,RMSE,MedianAE,MeanAE,R2,MeanBias,MedianBias,NMB,NME
24,7.494903103096792,3.904273212648625,5.136433725565062,0.7227545802087709,-0.47614756465540964,0.04787964600145411,-0.02449326814260927,0.2642207119720427
25,7.498541863418838,3.9031049730386886,5.135853058005322,0.722485310676797,-0.48089901645938027,0.046892879249679,-0.02473768519257478,0.26419084214323724
30,7.543830734807936,3.890733485597675,5.145741131181911,0.7191229819186963,-0.5004484203043983,0.06259032707462353,-0.02574331627408774,0.2646994895578327
40,7.630371277096166,3.8916546917112163,5.170115494024238,0.7126417463173603,-0.5344282595348282,0.0698219529572226,-0.027491256147131087,0.2659533189359887
50,7.711387952263203,3.884988943717291,5.19586967323737,0.7065072075668988,-0.5621479864123478,0.06678379671125523,-0.02891717271932302,0.267278126756263
70,7.846716203717036,3.8811524926151435,5.241317595162884,0.6961157257934552,-0.6060394477340665,0.04384667135481024,-0.031174971374876025,0.2696159905213577
100,8.012501140485634,3.910789092410372,5.29556071239319,0.6831391784927268,-0.6518725914104055,0.04037313420000643,-0.033532651138912496,0.2724062835183919
9,7.8723817160550595,3.9906630964343073,5.286606494515988,0.6994453620791541,-0.4827833625103981,0.01568301828999097,-0.024723624333911072,0.27073027598131594
10,7.861347387850443,3.9652779819442827,5.270224068841605,0.7002873167525538,-0.492100640544768,0.03085716451328757,-0.025200767706745095,0.2698913221782156
11,7.849414226469298,3.9608688957235696,5.2557184266085475,0.7011965261145368,-0.49906719926276694,0.03507703588442013,-0.02555752933943336,0.2691484795760443
12,7.84585679983481,3.9488817979643454,5.245982417274116,0.7014673056992563,-0.5049859649881737,0.03922415335557616,-0.025860632867182272,0.2686498927232492
13,7.844214640611022,3.940849577058323,5.23855243859879,0.7015922600352724,-0.5124689364368502,0.03138126197092106,-0.026243840304233247,0.2682693990777711
14,7.846047512512408,3.9286760847079023,5.233948044601012,0.7014527923929617,-0.5189196563374023,0.027651639390366967,-0.026574185522998114,0.26803360531119547
15,7.841079990431384,3.92862804062106,5.226920190559619,0.7018307076093782,-0.523761347556375,0.030349396479302015,-0.026822131421995615,0.2676737047083879
16,7.841562354790777,3.9216965707994085,5.223169611881169,0.7017940211672524,-0.5300508768675065,0.02139610864727004,-0.02714422197440604,0.2674816353342516
17,7.845387668529915,3.9196187820687776,5.220694795730495,0.7015030052662845,-0.5361253187645382,0.02779645617443549,-0.027455297771880615,0.26735489852110506
18,7.84595009215277,3.918136380410047,5.219346204692217,0.7014602061629455,-0.5420311538346416,0.03188590889262599,-0.02775773911304869,0.2672858363685961
19,7.855095927215797,3.909690540263557,5.219472743244547,0.7007637992114969,-0.5472950102072491,0.03232401152337161,-0.028027304341699685,0.26729231648343543
20,7.8581535519408305,3.905797265409646,5.220612729072247,0.700530796307691,-0.5511153262187214,0.042118366842677446,-0.02822294500631026,0.26735069583852233
21,7.863166497828095,3.9116375447376015,5.22146890681728,0.7001485941172964,-0.5554838928416911,0.041763887099666164,-0.028446661912175344,0.26739454121219297
22,7.870134491628937,3.9045973149565647,5.222655742296894,0.6996169282829734,-0.5596698205833385,0.04051944591788015,-0.028661025771847825,0.26745531976593506
23,7.876424722114174,3.9134144108885387,5.224209964526,0.699136572110412,-0.5639032684925019,0.045566536385173606,-0.028877823167679964,0.2675349124145384
24,7.883132139838727,3.91335556644232,5.226101193233181,0.6986239344574205,-0.5688186925612231,0.03974785219266863,-0.029129544969949628,0.2676317633661593
25,7.889958663330801,3.910684891165511,5.227980053595575,0.6981017456744184,-0.5719170773364981,0.03604032093124232,-0.029288215104785024,0.2677279809274567
30,7.918679436085703,3.9062684148227795,5.237477352210055,0.695899824720853,-0.589716861836538,0.0250661623740136,-0.030199752699857144,0.26821434326171445
40,7.987814044832466,3.9149798600111794,5.263762886411359,0.6905667077732847,-0.6213970999420597,0.0424282599718353,-0.03182211661409187,0.26956044116705646
50,8.051842288689636,3.940968495218062,5.289887085449021,0.6855861521444271,-0.645312562795724,0.03595972670852987,-0.03304684175020894,0.27089827700231184
70,8.164081477493566,3.965710846555197,5.336373693228694,0.6767594726084845,-0.6862034404380999,0.05511525503696646,-0.035140888016130634,0.2732788839505841
100,8.29726260043396,3.9826585564085644,5.389918230983701,0.6661273711776438,-0.7334706852582573,0.04822112324595729,-0.037561471853477364,0.2760209317082037
9,7.41171611638143,3.966448572815935,5.240314341858597,0.7295280037156257,-0.3204752641225943,0.09172098166204812,-0.016577599444503394,0.2710718793241602
10,7.40271709935569,3.948259370407076,5.22401006845992,0.7301843981155789,-0.3355303092377226,0.08924664645426361,-0.017356369401120238,0.2702284890725696
11,7.396220548800424,3.934898619764443,5.2109140184076015,0.7306577652654567,-0.34686780569713643,0.09440884407625916,-0.01794283736307733,0.26955105434865445
12,7.401288135106732,3.9354942009853,5.204143915136578,0.7302885543682757,-0.35498063032394767,0.08883006706098584,-0.01836249894724044,0.269200849285146
13,7.398428907357254,3.9292904196811307,5.196315559755995,0.7304969012071204,-0.3641665115979167,0.0963605195753896,-0.01883766778974546,0.2687959027749564
14,7.426974564200116,3.9290105517702507,5.192828176149743,0.7284132198053626,-0.37273557432946103,0.10383011748054471,-0.01928092973686417,0.26861550679746327
15,7.433811363832984,3.931214111034641,5.188910591949972,0.7279129786905499,-0.3802980129985789,0.12291058929793408,-0.019672120861781384,0.26841285732986164
16,7.445230249467451,3.9283255311847824,5.186752395218562,0.727076445002867,-0.3881789957757403,0.12299696876323551,-0.02007978969097013,0.2683012177590708
17,7.451049258351589,3.92294020328303,5.185726730565826,0.7266496576060063,-0.39531757865382045,0.12256393439392355,-0.020449055530810216,0.26824816200194707
18,7.456624532587656,3.9178516724578287,5.183668862487234,0.7262404338204969,-0.40076254079617474,0.11418154838938399,-0.02073071346666858,0.26814171224892186
19,7.462040899256669,3.9262316628305243,5.182094240297563,0.7258425806854437,-0.4067966674316069,0.10986558647045186,-0.021042847804504206,0.2680602599221463
20,7.468211427973185,3.926047299849433,5.18161627520326,0.7253889793979884,-0.4113739266042554,0.10973828216486226,-0.02127962105227917,0.2680355356617467
21,7.473341036529303,3.9279906955786075,5.1806712833753625,0.7250116117175327,-0.41637694278098336,0.09732543934247673,-0.021538417931405665,0.2679866529623468
22,7.484315352687038,3.9288912871631805,5.182128169353712,0.7242033988266672,-0.4217359670055284,0.10233872919491027,-0.02181563045590775,0.2680620150101838
23,7.491921562514593,3.936244721757138,5.18328350770278,0.7236425371618229,-0.42728374548175946,0.11114395748318628,-0.02210260689272446,0.26812177855051866
24,7.498425302547852,3.935637690614211,5.18467677388787,0.723162516856553,-0.43176674389728087,0.11435213987584802,-0.022334504203883016,0.26819384966277515
25,7.504548673617107,3.932347347505033,5.185310859372075,0.722710189674266,-0.43581166216466116,0.11461560803429549,-0.022543740429979812,0.2682266497454882
30,7.548396152946406,3.9299385729487657,5.194406110093373,0.7194457680272309,-0.45372061945021613,0.10225945433688732,-0.023470296999440254,0.26869895022034695
40,7.64075629314778,3.946891158209943,5.220959008570201,0.7125381934997961,-0.486855859866057,0.09320415851739794,-0.025184334008932992,0.27007249241069814
50,7.723458191190995,3.9568827649733063,5.247917354408204,0.706281666932258,-0.5118369832432845,0.0905298310989835,-0.026476570596623544,0.27146700779375094
70,7.867583792516525,3.9694205050800413,5.293929119215137,0.6952173724003146,-0.552127084840569,0.08597466431378109,-0.028560717999427766,0.2738471283771964
100,8.042178706525963,3.989285113982178,5.349693282453726,0.6815399978563719,-0.5992360851472082,0.0861208048239277,-0.030997596953448628,0.27673172611648555
