loss1,num_iter
10.667972094577047,5
10.617500788920378,4
10.507336467157431,3
10.45174554134604,2
10.49595171054932,1
11.12271697894881,10
11.032489869848526,9
10.970448830103043,8
10.869242093483441,7
10.858980784814353,6
10.667972094577047,5
10.617500788920378,4
10.50733646715743,3
10.45174554134604,2
10.49595171054932,1
