loss1,num_iter
10.8303483089188,10
10.7857026530951,9
10.7216849993678,8
10.749902974862,7
10.7349649935589,6
10.6359326733131,5
10.5168661816766,4
,
,
,
,
,
,
loss1,num_iter
11.1227169789488,10
11.0324898698485,9
10.970448830103,8
10.8692420934834,7
10.8589807848144,6
10.667972094577,5
10.6175007889204,4
10.5073364671574,3
10.451745541346,2
10.4959517105493,1
,
,
loss1,num_iter
10.667972094577,5
10.6175007889204,4
10.5073364671574,3
10.451745541346,2
10.4959517105493,1
